標題,日期,內文,讚數,留言數
丹妮婊姐星球,2023年5月1日,"婊姐必請 這集太重要啦!!!!!!!講到如何愛情運好，那方法說荒唐也是滿荒唐，但簡少年的經紀人在旁邊猛點頭大讚很有效，我最近也開始實行了哈哈哈(有伴侶是伴侶會更愛哈哈哈哈哈，沒伴侶是桃花來臨) 然後陽台的秘密也超值得的!!! EP177｜一招免費幫你加強工作運勢，然後孝順某人你愛情會超順 feat.簡少年 本集節目由【DV 麗彤生醫 醇耀姸 Plus 濃萃飲】贊助播出 DV 麗彤生醫醇耀妍 Plus 濃萃飲 代言人超有說服力，是不老賈靜雯!!!我從小看她到現在真的沒變啊!!!!!(這是誇獎)  含有白藜蘆醇 16 倍濃萃、5A 金絲燕窩等多種美肌成分，喝起來酸甜感超好入口~~~  即日起到 5/15，DV 麗彤生醫提供給婊姐粉 絲專屬母親節特惠再加碼贈送獨家特潤面膜 15 片(市值$1,500元) https://dv-official.com/3SlxW/danny 收聽方式放留言",303,2則留言
丹妮婊姐星球,2月12日,過年期間邋遢風無法拍照哈哈哈哈哈，所以拿之前去日本照片擋一下，賴大師拍攝。 過年就如同想像中的被可愛的阿嬤大砲轟為何不生小孩，阿嬤以小丸子媽媽姿態掀開屋頂大吼: 不生小孩那結婚意義是什麼!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!你老了怎麼辦??!!!!!!!!!!!!!! 因為原因太複雜所以我只好很很簡單的回答:阿嬤，我要孤獨終老。 此時阿姨殺出來叫我快去凍卵不然我會後悔，雖說我很認同凍卵，我很鼓勵女生凍卵，但我還是一樣幽幽的說:阿姨，我想要孤獨終老。 身為社會上的少數，我覺得我真的很像怪物，真的走到哪都要被念跟鄙視 一場哈哈哈哈哈哈，我知道我知道大家都是關心跟愛，所以貼心的 明年說詞:阿嬤我不孕症 要是繼續逼問不放過，就是宣告: 老娘都做到破皮了還沒用，大家請放棄! 但想必媳婦們更辛苦!!!應該是要被親戚問何時生/何時第二胎/何時第三胎?(我猜的) 或許還要像韓劇那樣，被惡婆婆抓去奴隸姿態煮飯 年輕人應該就是何時交男女朋友/薪水多少 還要忍受有些親戚的假抱怨真炫耀(兒子紅包給太多我就叫他自己存起來了，真的素吼~~~~~) 跟各種令人不舒服的的拷問 ㄟㄟㄟ各位應該很能分辨假抱怨真炫耀吧!!!! 剛好看到網友罵我假抱怨真炫耀結婚，那順便by the way一下 應該是很想結婚才會有被炫耀到的感覺吧? 不好意思喔刺到你，不過我沒那意思啦 總而言之，媳婦們加油!!!大家都加油!!!!!!!!!!!!我與你們同在!!!!!! 留言開放苦命的表弟妹抱怨,"2,277",91則留言
丹妮婊姐星球,2023年1月10日,這篇文章皮膚控制狂會冒出來上課，會非常無聊，只給想控制狂皮膚保養者的有緣人觀賞!我從青少女時期過年見到親戚，親戚都會因為我皮膚過爛而關心的問我跟貢獻偏方，到現在是我阿嬤都用台語問我:阿你是抹啥毀那ㄟ皮呼真水?? 如果你擦什麼都靠北乾/或是你乾而老的/或是你是想要皮膚富有彈性/你想要你的保養品開turbo/或是你是超罕見只要到乾冷地方就會冒痘痘的(備註:滿臉痘痘的不是!!滿臉痘痘的你就去看醫生，這篇不要看!!) 日前我去北海道這天寒地凍的地方滑雪，我就太久沒去我忘了，我身上的油類只帶了一罐剩下一點點的一罐橄欖油，想說他最輕哈哈哈哈，因為我算好那夠我用10天，結果因為太乾，我兩天就用完哈阿哈哈阿! 那是我台灣的10天分!!!!!不是天寒地凍的10天分! 如果反著譬喻，我就是只帶到兩天分的水，然後要去撒哈拉沙漠徒步10天哈哈哈哈阿!我兩天把油完之後，滑雪滑到第三天皮膚就開始爛，地獄之火向我無情的燒來，非常的乾又裂又痛瞬間老又暗，我不論擦什麼乳霜還是裂(因為我一天五小時曝曬在風雪下)然後我長了兩顆鏗鏘有力大痘，我一顆痘痘就可以跳樓，兩顆就是跳樓又跳海。 然後我在鄉下怎樣都買不到植物油哈哈哈，我臉就一路爛回台灣，隔天棚拍時我攝影師盯著電腦問我:你......皮膚在日本過敏嗎?(然後為了我糟糕的膚況改變打燈方式改柔膚打法) 老娘花了一周時間，用Melvita植物油潑灑我的皮膚絕地拯救，只差沒喝下去的， 一周重!返!榮!耀! 我不管換怎樣的保養品，就算用萬元的頂級保養，我保養品程序裡面一定根據當時心情或膚況狀況滴個好幾滴植物油!!正確種類又優質的植物油是不會長痘痘粉刺(拜託痘痘膚質請你不要加入!先給我看醫師) 我最長年使用的是Melvita的摩洛哥堅果油，不過今天介紹新的三位油新歡，你可以根據自己需求來做選擇玫瑰果油主要功效:皮膚明亮/淡化後天的色素疤痕/抗老/柔嫩/因過乾而長痘痘會消痘我最心愛油就是她!!!!我愛慘玫瑰果油!這一次我回台灣就靠玫瑰果油讓我的皮膚從地獄爬回榮耀，彈/嫩/亮/潤/而且好像我去打了肉毒還怎樣馬上臉很緊!!!!!而且皮膚馬上痘痘不長!!我再次強調你是痘痘皮膚你給我高舉健保卡去看皮膚科醫生，我是罕見的皮膚過乾會長痘痘!我為此還找到國外全英文文獻才搞懂，這原因很複雜但簡而言之我需要補一種具有亞油酸的油，而這個油種在玫瑰果油裡面非常豐富!所以我痘痘才會馬上不長(備註:亞油酸摩洛哥堅果油也有，只是沒這麼多)而我皮膚馬上回復年輕感是因為玫瑰果油裡面有非常豐富的抗氧化如 番茄紅素 和 β-胡蘿卜素、維他命A，對於皺紋非常有預防的好效果!!!!!而且皮膚會越來越亮!!如果你有一些外力的疤痕也會淡化!算是很天然的美白油!!!CP非常非常高的油，只是缺點她就是很臭，大概是三年沒有打掃的魚市場哈哈哈哈哈哈哈阿!完全不是玫瑰味道，因為他是果實 不是玫瑰，但因為效果相當卓越所以I dont 法king care!!!!!!!我這一次短暫急救超有感!!!所以她被我納入長年保養的油類!!!!!像我有些朋友皮膚很乾(或年紀大了)，我跟他們講話的時候，他們大笑的時候，我可以看到他們臉上有非常多動態紋路跑出來，例如:眼睛下面旁邊就是一笑就金鋼狼的爪子往外伸，但不笑的時候臉上沒有，但其實你仔細觀察，笑完後那些動態紋路會留下很淺的痕跡，那意味著有天他們會定型成<固定紋路>，等到那時後就很難消除。但你自己很難發現是因為誰照鏡子大笑(這也滿可怕的哈哈哈哈哈哈哈)，但我也不會跟朋友講啦哈哈哈哈哈哈哈哈因為很怕對方封鎖我哈哈哈哈 就像是:ㄟ你笑起來皺紋好多很顯老，因為你皮膚過乾，你要不要用用看 我應該馬上被封鎖吧!!但這種乾而老的人也超級爆幹適合玫瑰果油!!!!酪梨油主要功效:高度保濕，促進膠原蛋白增生，一般人非常適合擦眼睛跟嘴巴，或是皮膚往死裡乾的人很適合擦整臉，因為她是植物油中最豐厚的一款我長年會用酪梨油擦眼睛跟嘴唇，因為他很適合當眼霜跟護唇油，對於預防皺紋會是乾裂超級有感，我嘴巴裂的時後擦她超有用，真的會馬上很嫩很不痛!!!!我有時候會先擦一層酪梨油再擦唇膜，這樣兩者相乘大概去到北極都OK。 眼睛的部分對於預防皺紋很用，單擦or我也會混著眼霜一起用，只是單擦的時候不要眼睛擦太多，會流到眼睛霧霧的，一瓶這樣用下來真的用到入土都還會用不完。因為她的特性非常豐厚，所以連我在台灣也不會出動她擦整臉，我應該是要去到雪地才會擦整臉。金盞花油夏天有一陣子我迷上了貼胸貼，因為太方便了，但貼了一兩周之後我奶頭開始對胸貼的膠過敏，我奶頭癢死了哈哈哈哈哈阿哈哈哈哈哈哈哈哈哈阿!我不管擦什麼修護類的保養品還是濕疹的藥膏都還是癢得要命，每天就是有人用羽毛騷我奶頭我要瘋了!!!!!我真的在公共場合都要忍不住狂抓奶頭哈哈哈哈阿哈哈哈哈哈，我不是情色我是真的過敏!!!!後來我朋友叫我擦Melvita金盞花油，她個人是如果樓下有一點搔癢狀況她擦會很有改善感(嚴重請你還是看醫生!!!)，我就拿金盞花油擦奶頭，擦兩天後我奶頭就好了!!!!!!!!!!!!!!!!所以我強烈推薦如果你身體很容易癢啊幹嘛的，我會把金盞花油混到我身體乳裡面，我偶發性的乾癢好超多!!!!!!!!!!因為金盞花油的作用是抑制發炎跟對抗細菌，強化敏感而乾燥的皮膚，當然你也可以用在臉啦，只是我臉有別的喜好而以。摩洛哥堅果油限時9折再送玫瑰雙件組，現在67折入手其他植物油單件85折，2件再送抗老乳霜10ml！官網現在免運https://bit.ly/3Cvpej2 加熱器、熱敷巾:這個很有儀式感，可以把美容液跟植物油混在一起加熱，冬天油加熱後，熱敷巾放到臉上很舒服，一定要試試看!! 都是滿額禮送的,603,14則留言
丹妮婊姐星球,2月21日,遲來的2023美妝愛用（被敲碗敲到爆～,"1,251",24則留言
丹妮婊姐星球,2022年12月22日,又來到一年一度得年度彩妝最愛！先來開架美妝篇給大家！真的站在美妝軍火庫前面足足苦惱了7小時！！,571,11則留言
丹妮婊姐星球,2023年12月15日,在台灣這兩年感受到通膨有夠強，小學的時候我吃學校對面便當，排骨比我臉還大只要50元，現在50元在uber e 上面連多一分肉都無法加，只能加貢丸湯哈哈哈哈，可能還要去算一下最近葉配多不多才好意思加哈哈哈哈哈哈哈阿哈! 前天我出發到美國找我男友，出發前一晚我還叫了uber e上的麻辣燙滷味，so幹好吃!雖然覺得有夠貴，馬的50元的豬肉才三片，到底多小氣巴拉嗚嗚嗚~ 講是這樣講，但因為我在台灣工作太忙又國際大懶豬，我還是每天都叫外送。 然後在美國機場，我點了一個便當，就照片那張，我付錢的時候真的是差點跟華人啊姨說算了我餓死好了你幫我放回去。 因為那個便當台幣735元哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈! 好先岔題，我住在美國的同學Becky他十幾年前在台灣考到駕照後都沒有開車，後來去年搬到美國後，雖然很害怕，但就這樣會開了 我就一直不解怎麼可能，我不停逼問她怎麼有辦法會開，他也是一直回答我很可怕啊 但就只能這樣開啊!! Becky真的是開車天才!!到底怎麼可以就這樣會開了啦!! 因為我也是十幾年前考到駕照後都沒開，後來前年綜口為拍我上路，我是真的無法，嚇到魂飛魄散，我就跑去上了道路駕駛很多堂才免強會開(就考到駕照後的人上路附習課)但現在停車還是很多障礙 喔這台幣735元的便當讓我懂了~ 一直主打不會煮飯的我，邱女每次我出遠門時都還會哀嚎說唉呦你這人不會煮飯怎麼辦啦會餓死也嫁不掉 我都很屌得回他:我有錢吃外面 喔幹，抱歉我現在自打嘴巴，美國我真的是無法哈哈哈哈阿哈阿哈哈哈哈哈哈，外食就很貴了uber e真的要馬斯克才能點哈哈哈哈哈哈哈哈哈哈哈哈哈哈 所以我瘋狂跟朋友要食譜，全部存起來!! 自己今天做出了健康版的日式漢堡排(感恩紀董救援食譜)，對我憑空做出日式漢堡排!!!!還有香料烤蔬菜!!!!!!以健康餐來說很好吃比台灣很多健康便當好吃!!!萬一以後住美國我就是美妝橫跨健康做菜網美 人要成長最快的方法就是:被逼到絕境!!!!! 人被逼到絕境就會了!!!!!!而且今天得這餐還滿好吃的!!!!!! 難怪Becky十幾年後再度開車也是自己學會了!!!!因為就人在美國了不然呢!! 還有第二個就是愛情，但我不是指談戀愛，是愛歐巴愛韓團那樣，然後一堆人馬上韓文變超強!! 人就是要比較過後才懂得珍惜，原本靠北台灣uber e很貴的我，還逼迫台灣朋友楊貴妃拍半夜點到的uber e 消夜小火鍋影片給我看哈哈哈哈哈哈哈，他點的那家我家也點的到，我還跨海進去看菜單，加一分豬肉80元，我回台後會歡喜放入購物車，已經懷念台灣哈哈哈哈哈哈哈阿哈哈哈哈,"5,219",190則留言
丹妮婊姐星球,2022年12月20日,我人生最大興趣就是滑雪，睽違三年，我總算再踏上日本學滑雪，真的老淚縱橫，台積電套房的我，看到雪山比看到台積電漲價還感動！！！！（ 老粉應該記得我之前一個蘇格蘭教練是超級虐待狂，大家一直叫我們交往那位，我這次沒找他不是我不愛他，是因為如果找他，那裡住宿一晚可抵札幌市區9晚啦………………）反正我現在的日本教練Akira也很棒，之前也跟他訓練過，他是一位中文很好的日本人，之前旅台6年。我們就講到他在台灣開車開車壓力很大，我想說也是啦摩托車很多他說：台灣人都非常友善啊，真的是人民大部分都親切我說：嗯沒錯（覺得台灣人真的這方面很值得誇獎，正驕傲ing）教練:但是不知道為何，開車全部變一個人，路上的人都不讓我！！日本一定讓的我以前台灣人同事，平常很安靜，人超好，沒生氣過，結果有一次我搭他的車，他瞬間人格轉換，瘋狂大罵！！！為何啊都係day哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，幹，我第一次被老外考倒，我完全答不出來，台灣人明明很友善，但真的一碰到方向盤馬上變成俄羅斯人戰鬥民族online大家幫我回答啦明天我跟他上課才能回,1.1 萬,326則留言
丹妮婊姐星球,2022年12月16日,夯劇First Love，紀董說他第一集就哭(女主角問男主角你喜歡吃什麼)，我反覆跟他確認八次這是你哭的地方????這不是純純的愛很可愛嗎????我跟小賴還想說我倆是不是太冷血，我那天通車時抓準時間在看一次這一段，還是完全沒半滴眼淚哈哈哈哈哈阿!然後男女主角在一片浮光躍金的夜景當中，男主角把女主角一把抓過來親下去了，我想應該很多少女都此刻尖叫我也內心尖叫，但我叫的是:馬的渣男!!!!!!!!!!!ki 細!!!!!!!!!!!!!我很討厭這種有正宮的男人擾亂單身女子的心哈哈哈哈哈哈哈哈哈!ki細!!!!!!抱歉我職涯關係，妮妮月老成天回答表弟妹情海苦主各種問題，我被魔練成一種實在不太會有粉紅泡泡的個性，真心從頭到尾哭不出來的一齣戲，但再次強調畫面都很美，歌曲非凡，但這種浮光耀金的夜景之吻，抱歉我就金牛座!!!!我很土!!!我不愛假燦爛阿哈哈啊!好的真燦爛是今天小利菁要介紹的一個 Innovatis 限量禮盒真的叫<浮光耀金>， Innovatis 這品牌的髮品真的會讓你頭髮變得燦爛無比!!!!我有拍小短片會放在留言!!真的神扯!!那亮度還沒特別用什麼髮油喔!!!Innovatis是來自西班牙的奢華髮品品牌，這品牌的東西我用下來，我覺得就很像給頭髮做醫美的那種感覺!!!在台灣之前都是在專業沙龍，所以知名度還沒到鋪天蓋地還算小眾，但他是西班牙可是王公貴族的後裔就是我們所熟悉的貴婦名媛圈的貴婦們在用的啦哈哈哈哈哈我自己花錢在我家這附近的沙龍買他的魚子護髮療程，我有一次做完後直接去拍綜口味，製作人馬克也不知道我去護髮，他說:你頭髮是要多亮????我說喔對要你戴墨鏡的亮~~~~~~真的做完不誇張，我的髮型師都忍不住說有夠亮!!!(看這裡影片要放留言之類)，真的幫頭髮打了水光針的概念頭髮做完醫美!!!又滑又亮!!!!!!除了鼎鼎大名的魚子護髮療程(抱歉講完但這沒辦法買回家用啦，他使用很複雜)，這次的聖誕限量禮盒裡面有兩樣日常可以在家自己使用的產品!!Innovatis 奢華魚子呵護洗髮乳適合誰:特別建議你真的頭髮有燙染後整組壞了了跟有預算再來用!!!因為這瓶跟我很愛的那護髮療程貫穿的成分，就是這品牌的魚子精萃封存!!!再搭配大量的Omega-3脂肪酸，就是直接給頭髮打營養針的概念我說真的!!!平常頭髮的人洗就是感覺頭髮蓬鬆乾淨，不過那種燙染完頭髮勘比爛掉的芭比娃娃頭髮，就頭髮很沒有彈性或沙漠枯枝的頭髮，就是徹底養分被抽光的，你用這罐幾次後，你就會感受到頭髮變健康，那彈性會回來然後變軟變滑順!!!!!很像熬了雞湯給頭髮喝一樣整個元氣回來!!!!(但要那種反射到人眼睛的還是要他的沙龍護髮啦，洗髮精不會做到這步)所以如果你真的很在乎頭髮的生死，剛好又有預算的，這罐貴婦奢華洗髮精你就適合，他真的缺點就是貴族的貴，但真的是奢華的有道理因為有夠好用!!Innovatis  限定版全效晶燦油這罐髮油是目前的最美髮油啦，因為裡面加了金箔的沙，滴到手上都還能看見那幾條金沙在那流動!!!!!美到不行!!!!!這罐髮油用起來觸感非常綿密，油的流動性非常高，抹到頭上可以明確感受到他真的潤到頭髮，因為假潤的髮油就是兩分鐘後打回原形一樣掃把一隻，但這支髮油續航力很強，可以看到頭髮真心被潤到，不知道是不是有那金沙金箔，真的反光特別好!!!!!!今年聖誕節就來點搖擺的閃亮亮？！威～不要想歪～是指擺動妳加上金箔亮眼又滑順的秀髮拉，奉上網址一起搖擺～https://reurl.cc/nZx1oe還有12月每筆訂單滿$2000就贈品牌桌曆，贈完為止Innovatis渃緹絲 #渃緹絲 #Innovatis #魚子護髮 #限定版聖誕禮盒,"2,651",93則留言
丹妮婊姐星球,2023年9月11日,今天新品爆炸好用，文末我有申請正貨來砸你們!但秉持著有東西還是給需要的人類，你要是臉不像酸梅那樣乾扁的還是就留給需要的酸梅乾啦! 我上禮拜寫了一篇露露長的文章，好幾個人留言說去google誰是蔣友柏摟的火辣女特助，倒是沒人去google被媒體很壞的說氣色很差面容憔悴，雙頰凹陷，居然還被寫髮色還很不均勻的前妻.....(明明就該關心她吧!!) 因為這新聞這麼多年後再看一次還是很震撼，因為媒體很煩，就蔣友柏摟火辣女特助照片然後下一張就前妻的超乾枯憔悴搭公車照。我身為女生明明該幫正宮講話，但都嘴很軟!!!!!! 馬的因為那女特助臉超飽滿的，珠圓玉潤。這新聞真的再度鞭策我，女人保養之重要性，今天呼叫小酸梅們，因為乾媽的保養品有夠彈，準備把你變成火辣女特助的珠圓玉潤皮膚!!!!!!!! ㄟ我說真的你們可以google，這新聞很多，真的是嘴軟! 乾媽是我的超級無敵有機愛牌，來自法國的Melvita 蜜威特，我曾經yt影片罵過他們一隻杏桃護脣膏很難用，品牌也挺M的完全不記仇，還是死要發我用新品XDDDD Melvita 王者玫瑰凝水彈力精萃露 適合誰:全膚質，皮膚缺水的懶惰鬼!或喜歡成分嚴格有機，預算稍低但想嘗試專櫃品牌入門的人也超適合~ 這一罐，是之前藍色瓶子的美容液，我原本還在那哀悼蛤~~幹嘛全改啊，徹頭徹尾大改版超級升級，ㄟ爆炸好用!!!!!!!! 用了馬上忘記以前的糟糠妻哈哈哈哈! 跟你們說，雖說他主要功能是保濕聽起來很boring，但他同時是<水向>跟<油向>兩種保濕一次做到!所以皮膚直接兩種保濕到~大概是水向八成油兩成，主要感覺是很水。 整罐是透過一種很麻煩的<綠色微化科技>讓小分子的玫瑰果油均勻地飄在整瓶大馬士革玫瑰花水中，(備註:這科技不難，但卡在要符合有機的規範，很難) Melvita的玫瑰花水是直接第一道蒸餾後營養滿滿就拿來做產品喔!不是那種榨到後面都沒營養的才來賣，所以這罐裏面也會本來就有的玫瑰花瓣精油~~~ 這罐質地真的超級特殊，很像大陸抖音上的一種街邊甜點，冰粉!!!!!介於固狀又液狀中間，到皮膚上才會完全化成液體，皮膚真的一秒水庫來了!!!!好彈好水，我就是一顆移動的大水球!!!!!! 裡面還有小小的玫瑰果油微晶粒，玫瑰果油本來就是亮白用的，所以這樣等於同時幹兩件事!因為含有一絲絲精油跟冰粉的特殊質地，這罐拿來用儀器導入世!紀!舒!服!!!!! 當然如果你本來就有在用它們家的植物油，你要繼續混植物油也是完全OK，這種油跟精華的混和就是植物油進階玩家沒錯!!!! 同時也可以搭配 王者玫瑰凝水彈力霜 適合誰:喜歡成分有機的全膚質!最好是皮膚缺乏彈性的人會更有感啦!!而且以專櫃的霜來說，這罐超好入手喔!!!! 這罐真的很像一個貴婦破萬乳霜的平替啊啊阿阿阿阿!!這罐也是不得了好用，很像優格的質地，到臉上後馬上變成一層玫瑰優格膜，玫瑰優異的保濕魂馬上給滿皮膚能量!!!!!!!認真每天用，皮膚就是直接彈到可以拆下來拿去運球哈哈哈哈哈(好像有點可怕?!) 從主成分運用了犬薔薇的大自然美麗力量，優異的保濕靈魂 還有很特殊的南非復活草，乾癟又復活的存活技能很強，讓肌膚重回強健水潤 還有植物玻尿酸，快速補水飽滿的關鍵之一  這罐我介紹兩個朋友它們都超愛的!!!! Melvita贈品很貼心，還有以前出過很受歡迎的導入小道具，自己在家動手把「彈」拍入肌膚裡，來！買2送2這組很超值：𝐧𝐞𝐰精萃露150ml＋彈力霜50ml ，贈玫瑰花粹28ml＋輕柔拍拍棉 更多組合優惠官網也可以逛 https://bit.ly/3EvUajJ 還有其他通路找自己熟悉的買 melvita專櫃、momo、博客來、pchome、line禮物 啊暗個讚留言隨便聊天  準備了一罐,932,261則留言
丹妮婊姐星球,2023年3月14日,我想大家的狗，看到主人拿鏈子或鑰匙，或是穿外套之類準備帶他出門的動作，狗狗們都會開始繞圈圈儸儸搜~~~(台語)胖皮當然也是這樣，我爸鑰匙那鈴鐺聲一響，胖皮就會like 觸電從椅子上跳起來:我也要去!!!!!然後很常一溜煙先跑去樓梯，衝啊~~~~飛躍的小短腿直奔大門!!除非我爸有先交代:我今天不能帶你出門，我要辦事情那胖皮真的就會乖乖的一臉生無可戀趴在沙發!最近我們流行對胖皮交代，那天我爸拿好鑰匙後說:走胖皮!(胖皮起身)我爸:去洗澡!!!(送洗)胖皮馬上坐下不動哈哈哈哈哈哈哈哈哈阿哈哈哈哈哈哈哈哈哈哈哈哈!光仲猛喊:走了胖皮!!胖皮過來!!!走了!!!!要出門了!!!過來!!!給我過來!!!!怎麼喊胖皮都不肯動哈哈哈哈哈哈哈哈阿哈哈哈哈哈哈哈哈靠!!最後我爸真的生氣動怒，胖皮才超級不情願的去門口哈哈哈哈哈哈哈哈哈阿所以我爸下次決定不說了，就走一個先斬後奏路線。那天我爸對我媽邱女說:ㄟ我等下帶胖皮洗澡喔~然後過陣子光仲拿起鑰匙:胖皮，走!出門!!胖皮又打死不動，死趴在沙發，我爸大吼他都不肯動哈哈哈哈哈哈哈哈哈哈被胖皮聽到了哈哈哈哈哈哈哈哈哈哈哈阿哈哈哈哈!我覺得以後要為洗澡設計一個暗號!!!我很擔心是不是那家洗澡的服務不好?光仲痛罵我一頓:人家那些小姐對胖皮很好好嗎?他們大家都知道胖皮是誰!!!好好好，我就慈母心切!!!!很擔心胖皮被怠慢!!!!!歹勢，胖皮靠著名氣今天自己要出來賺錢一篇!!今天乾媽是我之前在合作前真的有買給胖皮吃的營養補給品，毛起來【魚油EPA+DHA 機能賞】這是狗貓的營養保健食品，魚油+卵磷脂，選用南太平洋純淨海域的鯷魚等小型魚，唯一取得美國藥典(USP)認證的魚油，適合毛孩容易大搔癢泛紅起疹、脫毛掉屑等等問題，簡而言之是穩定膚況的營養品補充魚油更可以達到心血管保健、護腎、護眼、護關節等等，就是讓他活得比較健康啦!!如果你的毛孩很容易皮膚過敏，我覺得很可以試試看，胖皮皮膚真的莫名很爛，進進出出診所超多次，看到吃藥我也很難過，現在根據過敏原檢測跟吃這有比較好轉很多，所以就給他吃這個就當保養這樣，降低皮膚過敏(但不是完全不會過敏)有預算還是可以做過敏原檢測~~畢竟看到毛孩痛苦絕對是我們這些慈母也跟著痛苦!!!!毛起來 【美毛好膚質賞】主成分是選用分子大小只有一般膠原蛋白的1/300，吸收率也更好！這包是幫助深層調理膚質，讓毛髮蓬鬆柔順，就是毛漂亮，走出去會被路人誇獎那樣哈哈哈哈哈阿哈哈哈!毛起來【成犬+白金強健賞】這就是吃身強體壯用的，畢竟強健的身體才能讓他們活比較久!!!!添加「酵母β葡聚醣」，可以加強先天、後天免疫力，舒緩過敏，有效抵擋病毒、細菌入侵，同時補充「B群、14種維生素」，補足日常飲食中可能缺乏的營養素~因為這些都是保健食品，目前就是固定吃，我會混到胖皮的飯裡面欺騙她哈哈哈哈（魚油直接滴即可）希望胖皮可以陪我很久很久很久，也希望你們的毛孩也是!!毛孩比人類重要很多啊，因為毛孩永遠不會背叛!!(寫完手軟，胖皮才因為邱女貢獻出的排骨肉，多次背叛光仲哈哈哈哈哈哈哈)婊姊專屬連結 https://pse.is/danny2303 輸入折扣碼【Danny】營養保健系列消費滿$1000現折$100,"4,069",108則留言
丹妮婊姐星球,2022年11月30日,"快點呼叫姊妹一起報名!!!!!tag你朋友啦太美了，好多景好好拍，還可以邊喝紅酒，邊用紅酒畫畫的手作活動，真是有趣時髦的不得了(畫到一半喝到茫一定爽度很高!)我去一輪了完全沉浸式奢華寵愛感，我因為最近工作超忙每天搞到三點，我就是史瑞克裡面那隻女火龍哈哈哈阿!進去到這現場真的馬上冷靜很多。這活動很好拍又很好玩又有深度又超療癒!!!!快點呼叫姊妹!!很有搞頭，有種加入法國上流社會的感覺!!這次 Darphin朵法打造了療癒花園派對，2022年，大部分的人都過得挺辛苦的，各種動蕩跟大環境的難處(我看到一家公司把筆電搬去四面佛拜，完全感受到那絕望哈哈哈)，2023年可能還要艱難一陣子(因為要打通膨)，所以這樣的療癒奢寵活動真的是太棒太重要了五大亮點藝術空間超好拍先帶你簡單看，這五個點都超好拍，超療癒又浪漫，記得穿的小奢華一點，美美的來拍超好看1.「未來·未來之花」-Darphin朵法邀請了台灣 當代竹工藝術家林靖格，耗時200個小時手工編織出來的大型裝置藝術，代表著 Darphin朵法的產品都希望能把植萃的力量綻放出來!我是大開眼界，都不知道台灣有這麼厲害的藝術家，不說我還以為是日本空運來台的那種大型藝術品!!(很像會出現在日本美術館啊)在台灣現在就可以拍到啦!2.「療癒·裝置藝術」療癒小粉紅全效舒緩精華是品牌的明星當家產品，做成一扇花的小拱門有夠法式浪漫可愛!!!看到漂亮的東西心情真的馬上好很多，感受被馥郁花朵溫柔包覆著，法式浪漫先這裡get 我們之後有機會再去法國~3.「邂逅·浪漫花海」-這裡很多垂吊式的花海，浪漫死了，法國不可或缺的鮮花讓氛圍感滿滿，各種網美照輕鬆拍出來，這也是因為品牌用了很多植萃成分，才會以此當作靈感~4.「匠心·卓越科技」-體驗卓越保養科技Darphin朵法將巴黎實驗室還原至現場， Darphin朵法喜歡以高科技且符合環保生態的匠心萃取技術，提取出無與倫比的天然植萃能量，把這樣的精神帶到現場給來玩的你了解一下，用裝置藝術打造出可愛的實驗室，相當富有趣味性5.「派對·金色狂歡」-金色奢光狂歡最美的聖誕節要來啦~~~~所以這裡就是盡情地拍下聖誕節佳節感的美照!台灣要有過節的氣氛還是有點小難度，但看到這樣的布置都會心情超好，超開心的~~~~~除了好拍照的五區之外，非常推薦報名參加現場的紅酒作畫手做活動，邊喝紅酒，邊用紅酒<微醺畫作>，到底可以多酷又多時髦啦!!!小酌很舒壓，同時又畫畫，真的是內心不滿的情緒壓力都直接滾出身體報名並繳交NT$2,000預約金就可以邊喝紅酒邊畫畫!(當天抵購朵法商品，其實買個小粉紅就差不多啦，等於活動免費)活動當日再獲贈「療癒花園派對預約禮」-朵法粉紅訂製圍裙及花梨木按摩潔面膏5ml(價值NT$1,020)就是找一個下午來這參觀，拍拍美照，享受法式美學浪漫真的很舒服，如果真的有到現場12/1-12/4活動期間至現場拍照打卡，並設定公開，Hashtag #朵法療癒花園派對 #Darphintw，即可獲得朵法療癒明星體驗禮及耶誕限定紅絲絨手作餅乾喔!(但我還是大推邊喝酒邊畫畫!!)預約連結點這兒去：https://bit.ly/3VxkRLj",482,10則留言
